1: length=-1, (b, c, d) = (0, 0, -1)
2020-12-03 07:24:30,603 [VolumeScannerThread(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data6)] INFO  datanode.VolumeScanner (VolumeScanner.java:findNextUsableBlockIter(381)) - Now scanning bpid BP-497026648-172.17.0.6-1606980264031 on volume /root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data6
2020-12-03 07:24:30,604 [VolumeScannerThread(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data13)] INFO  datanode.VolumeScanner (VolumeScanner.java:findNextUsableBlockIter(381)) - Now scanning bpid BP-497026648-172.17.0.6-1606980264031 on volume /root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data13
2020-12-03 07:24:30,605 [VolumeScannerThread(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data2)] INFO  datanode.VolumeScanner (VolumeScanner.java:runLoop(539)) - VolumeScanner(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data2, DS-82dcdbbf-769b-4c56-925d-0357f7677a83): finished scanning block pool BP-497026648-172.17.0.6-1606980264031
2020-12-03 07:24:30,605 [VolumeScannerThread(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data1)] INFO  datanode.VolumeScanner (VolumeScanner.java:runLoop(539)) - VolumeScanner(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data1, DS-7836c789-3df3-4ade-8fb6-3afebc5d4302): finished scanning block pool BP-497026648-172.17.0.6-1606980264031
2020-12-03 07:24:30,605 [VolumeScannerThread(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data13)] INFO  datanode.VolumeScanner (VolumeScanner.java:runLoop(539)) - VolumeScanner(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data13, DS-bfd1272a-bd39-472c-8e60-6406a8aa2be5): finished scanning block pool BP-497026648-172.17.0.6-1606980264031
2020-12-03 07:24:30,605 [VolumeScannerThread(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data6)] INFO  datanode.VolumeScanner (VolumeScanner.java:runLoop(539)) - VolumeScanner(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data6, DS-1c68f775-fc54-4387-8bd5-c34f41ed42e3): finished scanning block pool BP-497026648-172.17.0.6-1606980264031
2020-12-03 07:24:30,619 [VolumeScannerThread(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data3)] INFO  datanode.VolumeScanner (VolumeScanner.java:findNextUsableBlockIter(398)) - VolumeScanner(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data3, DS-da165306-2297-46a9-9796-fadbcb076d32): no suitable block pools found to scan.  Waiting 1814399954 ms.
2020-12-03 07:24:30,619 [VolumeScannerThread(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data17)] INFO  datanode.VolumeScanner (VolumeScanner.java:findNextUsableBlockIter(398)) - VolumeScanner(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data17, DS-17a76543-dba4-4ae5-84a9-0771cb770f9c): no suitable block pools found to scan.  Waiting 1814399984 ms.
2020-12-03 07:24:30,619 [VolumeScannerThread(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data5)] INFO  datanode.VolumeScanner (VolumeScanner.java:findNextUsableBlockIter(398)) - VolumeScanner(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data5, DS-1cba7238-1c9a-46d1-813e-57194888ccfc): no suitable block pools found to scan.  Waiting 1814399984 ms.
2020-12-03 07:24:30,619 [VolumeScannerThread(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data2)] INFO  datanode.VolumeScanner (VolumeScanner.java:findNextUsableBlockIter(398)) - VolumeScanner(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data2, DS-82dcdbbf-769b-4c56-925d-0357f7677a83): no suitable block pools found to scan.  Waiting 1814399984 ms.
2020-12-03 07:24:30,620 [VolumeScannerThread(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data9)] INFO  datanode.VolumeScanner (VolumeScanner.java:findNextUsableBlockIter(398)) - VolumeScanner(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data9, DS-5f57f894-8c31-4898-a91b-0ed3b199f2f6): no suitable block pools found to scan.  Waiting 1814399955 ms.
2020-12-03 07:24:30,619 [VolumeScannerThread(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data4)] INFO  datanode.VolumeScanner (VolumeScanner.java:findNextUsableBlockIter(398)) - VolumeScanner(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data4, DS-1df59b54-af62-4785-bea2-f260be54184a): no suitable block pools found to scan.  Waiting 1814399954 ms.
2020-12-03 07:24:30,620 [VolumeScannerThread(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data12)] INFO  datanode.VolumeScanner (VolumeScanner.java:findNextUsableBlockIter(398)) - VolumeScanner(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data12, DS-c4809f2c-b656-44a7-9fe9-d388d4198e13): no suitable block pools found to scan.  Waiting 1814399955 ms.
2020-12-03 07:24:30,620 [VolumeScannerThread(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data6)] INFO  datanode.VolumeScanner (VolumeScanner.java:findNextUsableBlockIter(398)) - VolumeScanner(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data6, DS-1c68f775-fc54-4387-8bd5-c34f41ed42e3): no suitable block pools found to scan.  Waiting 1814399983 ms.
2020-12-03 07:24:30,620 [VolumeScannerThread(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data16)] INFO  datanode.VolumeScanner (VolumeScanner.java:findNextUsableBlockIter(398)) - VolumeScanner(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data16, DS-4e86e337-980c-423c-ad80-f723a5dbe6f4): no suitable block pools found to scan.  Waiting 1814399972 ms.
2020-12-03 07:24:30,620 [VolumeScannerThread(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data11)] INFO  datanode.VolumeScanner (VolumeScanner.java:findNextUsableBlockIter(398)) - VolumeScanner(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data11, DS-75cf6593-5f46-4df0-aa37-6fabed9cf59c): no suitable block pools found to scan.  Waiting 1814399955 ms.
2020-12-03 07:24:30,620 [VolumeScannerThread(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data15)] INFO  datanode.VolumeScanner (VolumeScanner.java:findNextUsableBlockIter(398)) - VolumeScanner(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data15, DS-641a414d-d58a-43a1-898d-6f0dd5d5bb30): no suitable block pools found to scan.  Waiting 1814399972 ms.
2020-12-03 07:24:30,620 [Thread-83] INFO  datanode.DirectoryScanner (DirectoryScanner.java:start(284)) - Periodic Directory Tree Verification scan starting at 12/3/20 12:02 PM with interval of 21600000ms
2020-12-03 07:24:30,620 [VolumeScannerThread(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data18)] INFO  datanode.VolumeScanner (VolumeScanner.java:findNextUsableBlockIter(398)) - VolumeScanner(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data18, DS-9284d452-ec75-4d32-a5db-cf325205e975): no suitable block pools found to scan.  Waiting 1814399984 ms.
2020-12-03 07:24:30,620 [VolumeScannerThread(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data8)] INFO  datanode.VolumeScanner (VolumeScanner.java:findNextUsableBlockIter(398)) - VolumeScanner(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data8, DS-fefa4c44-5937-4442-ad31-fa122a612ca5): no suitable block pools found to scan.  Waiting 1814399953 ms.
2020-12-03 07:24:30,620 [VolumeScannerThread(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data1)] INFO  datanode.VolumeScanner (VolumeScanner.java:findNextUsableBlockIter(398)) - VolumeScanner(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data1, DS-7836c789-3df3-4ade-8fb6-3afebc5d4302): no suitable block pools found to scan.  Waiting 1814399983 ms.
2020-12-03 07:24:30,620 [VolumeScannerThread(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data7)] INFO  datanode.VolumeScanner (VolumeScanner.java:findNextUsableBlockIter(398)) - VolumeScanner(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data7, DS-8782261c-8974-4d10-8758-b15a171ad8ac): no suitable block pools found to scan.  Waiting 1814399953 ms.
2020-12-03 07:24:30,622 [VolumeScannerThread(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data13)] INFO  datanode.VolumeScanner (VolumeScanner.java:findNextUsableBlockIter(398)) - VolumeScanner(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data13, DS-bfd1272a-bd39-472c-8e60-6406a8aa2be5): no suitable block pools found to scan.  Waiting 1814399982 ms.
2020-12-03 07:24:30,622 [Thread-193] INFO  datanode.DirectoryScanner (DirectoryScanner.java:start(284)) - Periodic Directory Tree Verification scan starting at 12/3/20 9:23 AM with interval of 21600000ms
2020-12-03 07:24:30,622 [Thread-171] INFO  datanode.DirectoryScanner (DirectoryScanner.java:start(284)) - Periodic Directory Tree Verification scan starting at 12/3/20 9:25 AM with interval of 21600000ms
2020-12-03 07:24:30,624 [Thread-105] INFO  datanode.DirectoryScanner (DirectoryScanner.java:start(284)) - Periodic Directory Tree Verification scan starting at 12/3/20 8:02 AM with interval of 21600000ms
2020-12-03 07:24:30,624 [Thread-127] INFO  datanode.DirectoryScanner (DirectoryScanner.java:start(284)) - Periodic Directory Tree Verification scan starting at 12/3/20 10:22 AM with interval of 21600000ms
2020-12-03 07:24:30,625 [Thread-237] INFO  datanode.DirectoryScanner (DirectoryScanner.java:start(284)) - Periodic Directory Tree Verification scan starting at 12/3/20 9:57 AM with interval of 21600000ms
2020-12-03 07:24:30,625 [Thread-215] INFO  datanode.DirectoryScanner (DirectoryScanner.java:start(284)) - Periodic Directory Tree Verification scan starting at 12/3/20 10:45 AM with interval of 21600000ms
2020-12-03 07:24:30,625 [Thread-149] INFO  datanode.DirectoryScanner (DirectoryScanner.java:start(284)) - Periodic Directory Tree Verification scan starting at 12/3/20 11:54 AM with interval of 21600000ms
2020-12-03 07:24:30,625 [Thread-59] INFO  datanode.DirectoryScanner (DirectoryScanner.java:start(284)) - Periodic Directory Tree Verification scan starting at 12/3/20 11:28 AM with interval of 21600000ms
2020-12-03 07:24:30,625 [VolumeScannerThread(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data14)] INFO  datanode.VolumeScanner (VolumeScanner.java:findNextUsableBlockIter(398)) - VolumeScanner(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data14, DS-6ccef453-d6ce-4e51-bca2-7301b8846a01): no suitable block pools found to scan.  Waiting 1814399979 ms.
2020-12-03 07:24:30,625 [VolumeScannerThread(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data10)] INFO  datanode.VolumeScanner (VolumeScanner.java:findNextUsableBlockIter(398)) - VolumeScanner(/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data10, DS-c5e5ef5e-6c4f-48dd-9324-7465655e12cc): no suitable block pools found to scan.  Waiting 1814399950 ms.
2020-12-03 07:24:30,636 [BP-497026648-172.17.0.6-1606980264031 heartbeating to localhost/127.0.0.1:40480] INFO  datanode.DataNode (BPServiceActor.java:register(767)) - Block pool BP-497026648-172.17.0.6-1606980264031 (Datanode Uuid c08f2fc4-9604-4e66-a1b6-0f200d2b7603) service to localhost/127.0.0.1:40480 beginning handshake with NN
2020-12-03 07:24:30,636 [BP-497026648-172.17.0.6-1606980264031 heartbeating to localhost/127.0.0.1:40480] INFO  datanode.DataNode (BPServiceActor.java:register(767)) - Block pool BP-497026648-172.17.0.6-1606980264031 (Datanode Uuid 957f7558-ddcd-47f1-a9be-9e76d14b462c) service to localhost/127.0.0.1:40480 beginning handshake with NN
2020-12-03 07:24:30,636 [BP-497026648-172.17.0.6-1606980264031 heartbeating to localhost/127.0.0.1:40480] INFO  datanode.DataNode (BPServiceActor.java:register(767)) - Block pool BP-497026648-172.17.0.6-1606980264031 (Datanode Uuid 9262f02d-1544-4d2a-b652-a51a74f462c3) service to localhost/127.0.0.1:40480 beginning handshake with NN
2020-12-03 07:24:30,636 [BP-497026648-172.17.0.6-1606980264031 heartbeating to localhost/127.0.0.1:40480] INFO  datanode.DataNode (BPServiceActor.java:register(767)) - Block pool BP-497026648-172.17.0.6-1606980264031 (Datanode Uuid ff4f43b1-8422-4ae6-ad05-7845f3383624) service to localhost/127.0.0.1:40480 beginning handshake with NN
2020-12-03 07:24:30,636 [BP-497026648-172.17.0.6-1606980264031 heartbeating to localhost/127.0.0.1:40480] INFO  datanode.DataNode (BPServiceActor.java:register(767)) - Block pool BP-497026648-172.17.0.6-1606980264031 (Datanode Uuid ef278207-33f0-460f-ad85-df1b9dfc23ce) service to localhost/127.0.0.1:40480 beginning handshake with NN
2020-12-03 07:24:30,636 [BP-497026648-172.17.0.6-1606980264031 heartbeating to localhost/127.0.0.1:40480] INFO  datanode.DataNode (BPServiceActor.java:register(767)) - Block pool BP-497026648-172.17.0.6-1606980264031 (Datanode Uuid 2c935922-34bc-4749-81d4-c6a73148b9a4) service to localhost/127.0.0.1:40480 beginning handshake with NN
2020-12-03 07:24:30,636 [BP-497026648-172.17.0.6-1606980264031 heartbeating to localhost/127.0.0.1:40480] INFO  datanode.DataNode (BPServiceActor.java:register(767)) - Block pool BP-497026648-172.17.0.6-1606980264031 (Datanode Uuid 3b4af1e9-74d5-4cdf-a020-46743c53cff1) service to localhost/127.0.0.1:40480 beginning handshake with NN
2020-12-03 07:24:30,636 [BP-497026648-172.17.0.6-1606980264031 heartbeating to localhost/127.0.0.1:40480] INFO  datanode.DataNode (BPServiceActor.java:register(767)) - Block pool BP-497026648-172.17.0.6-1606980264031 (Datanode Uuid 652d02fb-83eb-4483-ac0b-9eff8a764461) service to localhost/127.0.0.1:40480 beginning handshake with NN
2020-12-03 07:24:30,636 [BP-497026648-172.17.0.6-1606980264031 heartbeating to localhost/127.0.0.1:40480] INFO  datanode.DataNode (BPServiceActor.java:register(767)) - Block pool BP-497026648-172.17.0.6-1606980264031 (Datanode Uuid d7436b20-5bd0-4f50-a32a-8fa1fa61a85e) service to localhost/127.0.0.1:40480 beginning handshake with NN
2020-12-03 07:24:30,654 [IPC Server handler 5 on default port 40480] INFO  hdfs.StateChange (DatanodeManager.java:registerDatanode(1042)) - BLOCK* registerDatanode: from DatanodeRegistration(127.0.0.1:35554, datanodeUuid=c08f2fc4-9604-4e66-a1b6-0f200d2b7603, infoPort=38861, infoSecurePort=0, ipcPort=44314, storageInfo=lv=-57;cid=testClusterID;nsid=1691034356;c=1606980264031) storage c08f2fc4-9604-4e66-a1b6-0f200d2b7603
2020-12-03 07:24:30,661 [IPC Server handler 5 on default port 40480] INFO  net.NetworkTopology (NetworkTopology.java:add(145)) - Adding a new node: /default-rack/127.0.0.1:35554
2020-12-03 07:24:30,661 [IPC Server handler 5 on default port 40480] INFO  blockmanagement.BlockReportLeaseManager (BlockReportLeaseManager.java:registerNode(204)) - Registered DN c08f2fc4-9604-4e66-a1b6-0f200d2b7603 (127.0.0.1:35554).
2020-12-03 07:24:30,664 [IPC Server handler 8 on default port 40480] INFO  hdfs.StateChange (DatanodeManager.java:registerDatanode(1042)) - BLOCK* registerDatanode: from DatanodeRegistration(127.0.0.1:37118, datanodeUuid=ef278207-33f0-460f-ad85-df1b9dfc23ce, infoPort=34733, infoSecurePort=0, ipcPort=33852, storageInfo=lv=-57;cid=testClusterID;nsid=1691034356;c=1606980264031) storage ef278207-33f0-460f-ad85-df1b9dfc23ce
2020-12-03 07:24:30,664 [IPC Server handler 8 on default port 40480] INFO  net.NetworkTopology (NetworkTopology.java:add(145)) - Adding a new node: /default-rack/127.0.0.1:37118
2020-12-03 07:24:30,664 [IPC Server handler 8 on default port 40480] INFO  blockmanagement.BlockReportLeaseManager (BlockReportLeaseManager.java:registerNode(204)) - Registered DN ef278207-33f0-460f-ad85-df1b9dfc23ce (127.0.0.1:37118).
2020-12-03 07:24:30,665 [IPC Server handler 3 on default port 40480] INFO  hdfs.StateChange (DatanodeManager.java:registerDatanode(1042)) - BLOCK* registerDatanode: from DatanodeRegistration(127.0.0.1:40540, datanodeUuid=9262f02d-1544-4d2a-b652-a51a74f462c3, infoPort=42732, infoSecurePort=0, ipcPort=40608, storageInfo=lv=-57;cid=testClusterID;nsid=1691034356;c=1606980264031) storage 9262f02d-1544-4d2a-b652-a51a74f462c3
2020-12-03 07:24:30,665 [IPC Server handler 3 on default port 40480] INFO  net.NetworkTopology (NetworkTopology.java:add(145)) - Adding a new node: /default-rack/127.0.0.1:40540
2020-12-03 07:24:30,665 [IPC Server handler 3 on default port 40480] INFO  blockmanagement.BlockReportLeaseManager (BlockReportLeaseManager.java:registerNode(204)) - Registered DN 9262f02d-1544-4d2a-b652-a51a74f462c3 (127.0.0.1:40540).
2020-12-03 07:24:30,666 [IPC Server handler 6 on default port 40480] INFO  hdfs.StateChange (DatanodeManager.java:registerDatanode(1042)) - BLOCK* registerDatanode: from DatanodeRegistration(127.0.0.1:43169, datanodeUuid=ff4f43b1-8422-4ae6-ad05-7845f3383624, infoPort=35926, infoSecurePort=0, ipcPort=44138, storageInfo=lv=-57;cid=testClusterID;nsid=1691034356;c=1606980264031) storage ff4f43b1-8422-4ae6-ad05-7845f3383624
2020-12-03 07:24:30,666 [IPC Server handler 6 on default port 40480] INFO  net.NetworkTopology (NetworkTopology.java:add(145)) - Adding a new node: /default-rack/127.0.0.1:43169
2020-12-03 07:24:30,666 [IPC Server handler 6 on default port 40480] INFO  blockmanagement.BlockReportLeaseManager (BlockReportLeaseManager.java:registerNode(204)) - Registered DN ff4f43b1-8422-4ae6-ad05-7845f3383624 (127.0.0.1:43169).
2020-12-03 07:24:30,666 [IPC Server handler 7 on default port 40480] INFO  hdfs.StateChange (DatanodeManager.java:registerDatanode(1042)) - BLOCK* registerDatanode: from DatanodeRegistration(127.0.0.1:34518, datanodeUuid=2c935922-34bc-4749-81d4-c6a73148b9a4, infoPort=35899, infoSecurePort=0, ipcPort=40320, storageInfo=lv=-57;cid=testClusterID;nsid=1691034356;c=1606980264031) storage 2c935922-34bc-4749-81d4-c6a73148b9a4
2020-12-03 07:24:30,667 [IPC Server handler 7 on default port 40480] INFO  net.NetworkTopology (NetworkTopology.java:add(145)) - Adding a new node: /default-rack/127.0.0.1:34518
2020-12-03 07:24:30,667 [IPC Server handler 7 on default port 40480] INFO  blockmanagement.BlockReportLeaseManager (BlockReportLeaseManager.java:registerNode(204)) - Registered DN 2c935922-34bc-4749-81d4-c6a73148b9a4 (127.0.0.1:34518).
2020-12-03 07:24:30,667 [IPC Server handler 4 on default port 40480] INFO  hdfs.StateChange (DatanodeManager.java:registerDatanode(1042)) - BLOCK* registerDatanode: from DatanodeRegistration(127.0.0.1:38080, datanodeUuid=652d02fb-83eb-4483-ac0b-9eff8a764461, infoPort=35373, infoSecurePort=0, ipcPort=42387, storageInfo=lv=-57;cid=testClusterID;nsid=1691034356;c=1606980264031) storage 652d02fb-83eb-4483-ac0b-9eff8a764461
2020-12-03 07:24:30,667 [IPC Server handler 4 on default port 40480] INFO  net.NetworkTopology (NetworkTopology.java:add(145)) - Adding a new node: /default-rack/127.0.0.1:38080
2020-12-03 07:24:30,667 [IPC Server handler 4 on default port 40480] INFO  blockmanagement.BlockReportLeaseManager (BlockReportLeaseManager.java:registerNode(204)) - Registered DN 652d02fb-83eb-4483-ac0b-9eff8a764461 (127.0.0.1:38080).
2020-12-03 07:24:30,667 [IPC Server handler 9 on default port 40480] INFO  hdfs.StateChange (DatanodeManager.java:registerDatanode(1042)) - BLOCK* registerDatanode: from DatanodeRegistration(127.0.0.1:35974, datanodeUuid=3b4af1e9-74d5-4cdf-a020-46743c53cff1, infoPort=37166, infoSecurePort=0, ipcPort=41345, storageInfo=lv=-57;cid=testClusterID;nsid=1691034356;c=1606980264031) storage 3b4af1e9-74d5-4cdf-a020-46743c53cff1
2020-12-03 07:24:30,668 [IPC Server handler 9 on default port 40480] INFO  net.NetworkTopology (NetworkTopology.java:add(145)) - Adding a new node: /default-rack/127.0.0.1:35974
2020-12-03 07:24:30,668 [IPC Server handler 9 on default port 40480] INFO  blockmanagement.BlockReportLeaseManager (BlockReportLeaseManager.java:registerNode(204)) - Registered DN 3b4af1e9-74d5-4cdf-a020-46743c53cff1 (127.0.0.1:35974).
2020-12-03 07:24:30,668 [IPC Server handler 2 on default port 40480] INFO  hdfs.StateChange (DatanodeManager.java:registerDatanode(1042)) - BLOCK* registerDatanode: from DatanodeRegistration(127.0.0.1:37666, datanodeUuid=d7436b20-5bd0-4f50-a32a-8fa1fa61a85e, infoPort=36668, infoSecurePort=0, ipcPort=42521, storageInfo=lv=-57;cid=testClusterID;nsid=1691034356;c=1606980264031) storage d7436b20-5bd0-4f50-a32a-8fa1fa61a85e
2020-12-03 07:24:30,668 [IPC Server handler 2 on default port 40480] INFO  net.NetworkTopology (NetworkTopology.java:add(145)) - Adding a new node: /default-rack/127.0.0.1:37666
2020-12-03 07:24:30,669 [IPC Server handler 2 on default port 40480] INFO  blockmanagement.BlockReportLeaseManager (BlockReportLeaseManager.java:registerNode(204)) - Registered DN d7436b20-5bd0-4f50-a32a-8fa1fa61a85e (127.0.0.1:37666).
2020-12-03 07:24:30,669 [IPC Server handler 1 on default port 40480] INFO  hdfs.StateChange (DatanodeManager.java:registerDatanode(1042)) - BLOCK* registerDatanode: from DatanodeRegistration(127.0.0.1:40041, datanodeUuid=957f7558-ddcd-47f1-a9be-9e76d14b462c, infoPort=46273, infoSecurePort=0, ipcPort=40150, storageInfo=lv=-57;cid=testClusterID;nsid=1691034356;c=1606980264031) storage 957f7558-ddcd-47f1-a9be-9e76d14b462c
2020-12-03 07:24:30,669 [IPC Server handler 1 on default port 40480] INFO  net.NetworkTopology (NetworkTopology.java:add(145)) - Adding a new node: /default-rack/127.0.0.1:40041
2020-12-03 07:24:30,669 [IPC Server handler 1 on default port 40480] INFO  blockmanagement.BlockReportLeaseManager (BlockReportLeaseManager.java:registerNode(204)) - Registered DN 957f7558-ddcd-47f1-a9be-9e76d14b462c (127.0.0.1:40041).
2020-12-03 07:24:30,670 [BP-497026648-172.17.0.6-1606980264031 heartbeating to localhost/127.0.0.1:40480] INFO  datanode.DataNode (BPServiceActor.java:register(786)) - Block pool Block pool BP-497026648-172.17.0.6-1606980264031 (Datanode Uuid ef278207-33f0-460f-ad85-df1b9dfc23ce) service to localhost/127.0.0.1:40480 successfully registered with NN
2020-12-03 07:24:30,670 [BP-497026648-172.17.0.6-1606980264031 heartbeating to localhost/127.0.0.1:40480] INFO  datanode.DataNode (BPServiceActor.java:register(786)) - Block pool Block pool BP-497026648-172.17.0.6-1606980264031 (Datanode Uuid 9262f02d-1544-4d2a-b652-a51a74f462c3) service to localhost/127.0.0.1:40480 successfully registered with NN
2020-12-03 07:24:30,670 [BP-497026648-172.17.0.6-1606980264031 heartbeating to localhost/127.0.0.1:40480] INFO  datanode.DataNode (BPServiceActor.java:register(786)) - Block pool Block pool BP-497026648-172.17.0.6-1606980264031 (Datanode Uuid 3b4af1e9-74d5-4cdf-a020-46743c53cff1) service to localhost/127.0.0.1:40480 successfully registered with NN
2020-12-03 07:24:30,670 [BP-497026648-172.17.0.6-1606980264031 heartbeating to localhost/127.0.0.1:40480] INFO  datanode.DataNode (BPServiceActor.java:register(786)) - Block pool Block pool BP-497026648-172.17.0.6-1606980264031 (Datanode Uuid c08f2fc4-9604-4e66-a1b6-0f200d2b7603) service to localhost/127.0.0.1:40480 successfully registered with NN
2020-12-03 07:24:30,670 [BP-497026648-172.17.0.6-1606980264031 heartbeating to localhost/127.0.0.1:40480] INFO  datanode.DataNode (BPServiceActor.java:offerService(616)) - For namenode localhost/127.0.0.1:40480 using BLOCKREPORT_INTERVAL of 21600000msec CACHEREPORT_INTERVAL of 10000msec Initial delay: 0msec; heartBeatInterval=3000
2020-12-03 07:24:30,670 [BP-497026648-172.17.0.6-1606980264031 heartbeating to localhost/127.0.0.1:40480] INFO  datanode.DataNode (BPServiceActor.java:register(786)) - Block pool Block pool BP-497026648-172.17.0.6-1606980264031 (Datanode Uuid ff4f43b1-8422-4ae6-ad05-7845f3383624) service to localhost/127.0.0.1:40480 successfully registered with NN
2020-12-03 07:24:30,670 [BP-497026648-172.17.0.6-1606980264031 heartbeating to localhost/127.0.0.1:40480] INFO  datanode.DataNode (BPServiceActor.java:register(786)) - Block pool Block pool BP-497026648-172.17.0.6-1606980264031 (Datanode Uuid 957f7558-ddcd-47f1-a9be-9e76d14b462c) service to localhost/127.0.0.1:40480 successfully registered with NN
2020-12-03 07:24:30,670 [BP-497026648-172.17.0.6-1606980264031 heartbeating to localhost/127.0.0.1:40480] INFO  datanode.DataNode (BPServiceActor.java:offerService(616)) - For namenode localhost/127.0.0.1:40480 using BLOCKREPORT_INTERVAL of 21600000msec CACHEREPORT_INTERVAL of 10000msec Initial delay: 0msec; heartBeatInterval=3000
2020-12-03 07:24:30,670 [BP-497026648-172.17.0.6-1606980264031 heartbeating to localhost/127.0.0.1:40480] INFO  datanode.DataNode (BPServiceActor.java:register(786)) - Block pool Block pool BP-497026648-172.17.0.6-1606980264031 (Datanode Uuid 2c935922-34bc-4749-81d4-c6a73148b9a4) service to localhost/127.0.0.1:40480 successfully registered with NN
2020-12-03 07:24:30,670 [BP-497026648-172.17.0.6-1606980264031 heartbeating to localhost/127.0.0.1:40480] INFO  datanode.DataNode (BPServiceActor.java:offerService(616)) - For namenode localhost/127.0.0.1:40480 using BLOCKREPORT_INTERVAL of 21600000msec CACHEREPORT_INTERVAL of 10000msec Initial delay: 0msec; heartBeatInterval=3000
