1: length=-1, (b, c, d) = (0, 0, -1)
2020-12-03 07:24:31,784 [DataXceiver for client DFSClient_NONMAPREDUCE_-730121065_1 at /127.0.0.1:59954 [Receiving block BP-101448600-172.17.0.4-1606980263805:blk_-9223372036854775784_1002]] INFO  impl.FsDatasetImpl (FsDatasetImpl.java:recoverRbw(1443)) - Recover RBW replica BP-101448600-172.17.0.4-1606980263805:blk_-9223372036854775784_1002
2020-12-03 07:24:31,784 [DataXceiver for client DFSClient_NONMAPREDUCE_-730121065_1 at /127.0.0.1:50978 [Receiving block BP-101448600-172.17.0.4-1606980263805:blk_-9223372036854775785_1002]] INFO  impl.FsDatasetImpl (FsDatasetImpl.java:recoverRbw(1459)) - At 127.0.0.1:46036, Recovering ReplicaBeingWritten, blk_-9223372036854775785_1002, RBW
  getNumBytes()     = 131072
  getBytesOnDisk()  = 131072
  getVisibleLength()= 131072
  getVolume()       = /root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data5
  getBlockURI()     = file:/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data5/current/BP-101448600-172.17.0.4-1606980263805/current/rbw/blk_-9223372036854775785
  bytesAcked=131072
  bytesOnDisk=131072
2020-12-03 07:24:31,786 [DataXceiver for client DFSClient_NONMAPREDUCE_-730121065_1 at /127.0.0.1:59954 [Receiving block BP-101448600-172.17.0.4-1606980263805:blk_-9223372036854775784_1002]] INFO  impl.FsDatasetImpl (FsDatasetImpl.java:recoverRbw(1459)) - At 127.0.0.1:40699, Recovering ReplicaBeingWritten, blk_-9223372036854775784_1002, RBW
  getNumBytes()     = 131072
  getBytesOnDisk()  = 131072
  getVisibleLength()= 131072
  getVolume()       = /root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data15
  getBlockURI()     = file:/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data15/current/BP-101448600-172.17.0.4-1606980263805/current/rbw/blk_-9223372036854775784
  bytesAcked=131072
  bytesOnDisk=131072
2020-12-03 07:24:31,782 [DataXceiver for client DFSClient_NONMAPREDUCE_-730121065_1 at /127.0.0.1:39138 [Receiving block BP-101448600-172.17.0.4-1606980263805:blk_-9223372036854775792_1002]] INFO  impl.FsDatasetImpl (FsDatasetImpl.java:recoverRbw(1459)) - At 127.0.0.1:41151, Recovering ReplicaBeingWritten, blk_-9223372036854775792_1002, RBW
  getNumBytes()     = 131072
  getBytesOnDisk()  = 131072
  getVisibleLength()= 131072
  getVolume()       = /root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data17
  getBlockURI()     = file:/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data17/current/BP-101448600-172.17.0.4-1606980263805/current/rbw/blk_-9223372036854775792
  bytesAcked=131072
  bytesOnDisk=131072
2020-12-03 07:24:31,782 [DataXceiver for client DFSClient_NONMAPREDUCE_-730121065_1 at /127.0.0.1:49408 [Receiving block BP-101448600-172.17.0.4-1606980263805:blk_-9223372036854775789_1002]] INFO  impl.FsDatasetImpl (FsDatasetImpl.java:recoverRbw(1459)) - At 127.0.0.1:43939, Recovering ReplicaBeingWritten, blk_-9223372036854775789_1002, RBW
  getNumBytes()     = 131072
  getBytesOnDisk()  = 131072
  getVisibleLength()= 131072
  getVolume()       = /root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data13
  getBlockURI()     = file:/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data13/current/BP-101448600-172.17.0.4-1606980263805/current/rbw/blk_-9223372036854775789
  bytesAcked=131072
  bytesOnDisk=131072
2020-12-03 07:24:31,782 [Block report processor] INFO  BlockStateChange (BlockManager.java:processReport(2677)) - BLOCK* processReport 0x43a05e31390c5be1: from storage DS-4a408526-9e3d-400e-9c97-b7f2da3ca414 node DatanodeRegistration(127.0.0.1:41639, datanodeUuid=8aedd082-415f-407a-9939-da8f8aa1070e, infoPort=41408, infoSecurePort=0, ipcPort=40858, storageInfo=lv=-57;cid=testClusterID;nsid=728208751;c=1606980263805), blocks: 0, hasStaleStorage: false, processing time: 1 msecs, invalidatedBlocks: 0
2020-12-03 07:24:31,786 [DataXceiver for client DFSClient_NONMAPREDUCE_-730121065_1 at /127.0.0.1:46024 [Receiving block BP-101448600-172.17.0.4-1606980263805:blk_-9223372036854775790_1002]] INFO  impl.FsDatasetImpl (FsDatasetImpl.java:recoverRbw(1459)) - At 127.0.0.1:34859, Recovering ReplicaBeingWritten, blk_-9223372036854775790_1002, RBW
  getNumBytes()     = 131072
  getBytesOnDisk()  = 131072
  getVisibleLength()= 131072
  getVolume()       = /root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data11
  getBlockURI()     = file:/root/hadoop-3.2.1-src/hadoop-hdfs-project/hadoop-hdfs/target/test/data/dfs/data/data11/current/BP-101448600-172.17.0.4-1606980263805/current/rbw/blk_-9223372036854775790
  bytesAcked=131072
  bytesOnDisk=131072
2020-12-03 07:24:31,792 [Block report processor] INFO  BlockStateChange (BlockManager.java:processReport(2648)) - BLOCK* processReport 0x2807eb3c71808c4c: Processing first storage report for DS-59fe4be7-7d46-4bcc-944e-0f4b194e3df4 from datanode 1c08a3ea-8510-4f3b-8323-c247c1ad19bf
2020-12-03 07:24:31,792 [Block report processor] INFO  BlockStateChange (BlockManager.java:processReport(2677)) - BLOCK* processReport 0x2807eb3c71808c4c: from storage DS-59fe4be7-7d46-4bcc-944e-0f4b194e3df4 node DatanodeRegistration(127.0.0.1:34859, datanodeUuid=1c08a3ea-8510-4f3b-8323-c247c1ad19bf, infoPort=44221, infoSecurePort=0, ipcPort=44273, storageInfo=lv=-57;cid=testClusterID;nsid=728208751;c=1606980263805), blocks: 0, hasStaleStorage: false, processing time: 2 msecs, invalidatedBlocks: 0
2020-12-03 07:24:31,793 [Block report processor] INFO  BlockStateChange (BlockManager.java:processReport(2648)) - BLOCK* processReport 0x745b853ee6303f73: Processing first storage report for DS-64b240c2-d3e0-4acf-93d6-cebd18220651 from datanode fc65a25e-b981-4606-bf42-5ab919638725
2020-12-03 07:24:31,793 [BP-101448600-172.17.0.4-1606980263805 heartbeating to localhost/127.0.0.1:37942] INFO  datanode.DataNode (BPServiceActor.java:blockReport(424)) - Successfully sent block report 0x43a05e31390c5be1,  containing 2 storage report(s), of which we sent 2. The reports had 1 total blocks and used 1 RPC(s). This took 0 msec to generate and 43 msecs for RPC and NN processing. Got back one command: FinalizeCommand/5.
2020-12-03 07:24:31,795 [Block report processor] INFO  BlockStateChange (BlockManager.java:processReport(2677)) - BLOCK* processReport 0x745b853ee6303f73: from storage DS-64b240c2-d3e0-4acf-93d6-cebd18220651 node DatanodeRegistration(127.0.0.1:46036, datanodeUuid=fc65a25e-b981-4606-bf42-5ab919638725, infoPort=36214, infoSecurePort=0, ipcPort=36510, storageInfo=lv=-57;cid=testClusterID;nsid=728208751;c=1606980263805), blocks: 1, hasStaleStorage: false, processing time: 2 msecs, invalidatedBlocks: 0
2020-12-03 07:24:31,795 [BP-101448600-172.17.0.4-1606980263805 heartbeating to localhost/127.0.0.1:37942] INFO  datanode.DataNode (BPOfferService.java:processCommandFromActive(759)) - Got finalize command for block pool BP-101448600-172.17.0.4-1606980263805
2020-12-03 07:24:31,795 [BP-101448600-172.17.0.4-1606980263805 heartbeating to localhost/127.0.0.1:37942] INFO  datanode.DataNode (BPServiceActor.java:blockReport(424)) - Successfully sent block report 0x2807eb3c71808c4c,  containing 2 storage report(s), of which we sent 2. The reports had 1 total blocks and used 1 RPC(s). This took 1 msec to generate and 41 msecs for RPC and NN processing. Got back one command: FinalizeCommand/5.
2020-12-03 07:24:31,795 [BP-101448600-172.17.0.4-1606980263805 heartbeating to localhost/127.0.0.1:37942] INFO  datanode.DataNode (BPServiceActor.java:blockReport(424)) - Successfully sent block report 0x745b853ee6303f73,  containing 2 storage report(s), of which we sent 2. The reports had 1 total blocks and used 1 RPC(s). This took 0 msec to generate and 40 msecs for RPC and NN processing. Got back one command: FinalizeCommand/5.
2020-12-03 07:24:31,795 [BP-101448600-172.17.0.4-1606980263805 heartbeating to localhost/127.0.0.1:37942] INFO  datanode.DataNode (BPOfferService.java:processCommandFromActive(759)) - Got finalize command for block pool BP-101448600-172.17.0.4-1606980263805
2020-12-03 07:24:31,796 [BP-101448600-172.17.0.4-1606980263805 heartbeating to localhost/127.0.0.1:37942] INFO  datanode.DataNode (BPOfferService.java:processCommandFromActive(759)) - Got finalize command for block pool BP-101448600-172.17.0.4-1606980263805
2020-12-03 07:24:31,796 [IPC Server handler 3 on default port 37942] INFO  namenode.FSNamesystem (FSNamesystem.java:updatePipeline(5430)) - updatePipeline(blk_-9223372036854775792_1002, newGS=1003, newLength=655360, newNodes=[127.0.0.1:41151, 127.0.0.1:45408, 127.0.0.1:34859, 127.0.0.1:43939, null:0, null:0, 127.0.0.1:41639, 127.0.0.1:46036, 127.0.0.1:40699], client=DFSClient_NONMAPREDUCE_-730121065_1)
2020-12-03 07:24:31,798 [IPC Server handler 3 on default port 37942] INFO  namenode.FSNamesystem (FSNamesystem.java:updatePipeline(5448)) - updatePipeline(blk_-9223372036854775792_1002 => blk_-9223372036854775792_1003) success
2020-12-03 07:24:31,799 [DataStreamer for file /TestDFSStripedOutputStreamWithFailureBase/dn[4, 5]len655360kill[218453, 436906] block BP-101448600-172.17.0.4-1606980263805:blk_-9223372036854775792_1003] DEBUG hdfs.DataStreamer (DataStreamer.java:initDataStreaming(627)) - nodes [DatanodeInfoWithStorage[127.0.0.1:41151,DS-0539376e-ad17-43e8-b692-2105b79e3e6f,DISK]] storageTypes [DISK] storageIDs [DS-0539376e-ad17-43e8-b692-2105b79e3e6f]
2020-12-03 07:24:31,799 [DataStreamer for file /TestDFSStripedOutputStreamWithFailureBase/dn[4, 5]len655360kill[218453, 436906] block BP-101448600-172.17.0.4-1606980263805:blk_-9223372036854775789_1003] DEBUG hdfs.DataStreamer (DataStreamer.java:initDataStreaming(627)) - nodes [DatanodeInfoWithStorage[127.0.0.1:43939,DS-5eaccf1b-8417-47bc-a260-6b7d108d3890,DISK]] storageTypes [DISK] storageIDs [DS-5eaccf1b-8417-47bc-a260-6b7d108d3890]
2020-12-03 07:24:31,799 [DataStreamer for file /TestDFSStripedOutputStreamWithFailureBase/dn[4, 5]len655360kill[218453, 436906] block BP-101448600-172.17.0.4-1606980263805:blk_-9223372036854775785_1003] DEBUG hdfs.DataStreamer (DataStreamer.java:initDataStreaming(627)) - nodes [DatanodeInfoWithStorage[127.0.0.1:46036,DS-2b1930b4-e95b-4943-b1ab-05b98259886a,DISK]] storageTypes [DISK] storageIDs [DS-2b1930b4-e95b-4943-b1ab-05b98259886a]
2020-12-03 07:24:31,799 [DataStreamer for file /TestDFSStripedOutputStreamWithFailureBase/dn[4, 5]len655360kill[218453, 436906] block BP-101448600-172.17.0.4-1606980263805:blk_-9223372036854775786_1003] DEBUG hdfs.DataStreamer (DataStreamer.java:initDataStreaming(627)) - nodes [DatanodeInfoWithStorage[127.0.0.1:41639,DS-dbecbb28-d168-4eb9-ba31-b857b3014299,DISK]] storageTypes [DISK] storageIDs [DS-dbecbb28-d168-4eb9-ba31-b857b3014299]
2020-12-03 07:24:31,799 [DataStreamer for file /TestDFSStripedOutputStreamWithFailureBase/dn[4, 5]len655360kill[218453, 436906] block BP-101448600-172.17.0.4-1606980263805:blk_-9223372036854775790_1003] DEBUG hdfs.DataStreamer (DataStreamer.java:initDataStreaming(627)) - nodes [DatanodeInfoWithStorage[127.0.0.1:34859,DS-c69444b7-75df-4430-81d2-ce7868dd7889,DISK]] storageTypes [DISK] storageIDs [DS-c69444b7-75df-4430-81d2-ce7868dd7889]
2020-12-03 07:24:31,799 [Listener at localhost/42122] DEBUG hdfs.DFSClient (DFSOutputStream.java:computePacketChunkSize(410)) - computePacketChunkSize: src=/TestDFSStripedOutputStreamWithFailureBase/dn[4, 5]len655360kill[218453, 436906], chunkSize=516, chunksPerPacket=126, packetSize=65016
2020-12-03 07:24:31,799 [DataStreamer for file /TestDFSStripedOutputStreamWithFailureBase/dn[4, 5]len655360kill[218453, 436906] block BP-101448600-172.17.0.4-1606980263805:blk_-9223372036854775791_1003] DEBUG hdfs.DataStreamer (DataStreamer.java:initDataStreaming(627)) - nodes [DatanodeInfoWithStorage[127.0.0.1:45408,DS-8c30b030-99db-4142-8d95-5495cf2e3bb5,DISK]] storageTypes [DISK] storageIDs [DS-8c30b030-99db-4142-8d95-5495cf2e3bb5]
2020-12-03 07:24:31,802 [Listener at localhost/42122] DEBUG hdfs.DataStreamer (DataStreamer.java:queuePacket(1954)) - Queued packet seqno: 4 offsetInBlock: 131072 lastPacketInBlock: true lastByteOffsetInBlock: 131072, #0: blk_-9223372036854775792_1003
2020-12-03 07:24:31,801 [DataStreamer for file /TestDFSStripedOutputStreamWithFailureBase/dn[4, 5]len655360kill[218453, 436906] block BP-101448600-172.17.0.4-1606980263805:blk_-9223372036854775784_1003] DEBUG hdfs.DataStreamer (DataStreamer.java:initDataStreaming(627)) - nodes [DatanodeInfoWithStorage[127.0.0.1:40699,DS-fed01141-fff1-42c6-b3e3-2fd935c70283,DISK]] storageTypes [DISK] storageIDs [DS-fed01141-fff1-42c6-b3e3-2fd935c70283]
2020-12-03 07:24:31,802 [DataStreamer for file /TestDFSStripedOutputStreamWithFailureBase/dn[4, 5]len655360kill[218453, 436906] block BP-101448600-172.17.0.4-1606980263805:blk_-9223372036854775792_1003] DEBUG hdfs.DataStreamer (DataStreamer.java:run(712)) - stage=DATA_STREAMING, #0: blk_-9223372036854775792_1003
2020-12-03 07:24:31,802 [Listener at localhost/42122] DEBUG hdfs.DataStreamer (DataStreamer.java:waitForAckedSeqno(876)) - #0: blk_-9223372036854775792_1003 waiting for ack for: 4
2020-12-03 07:24:31,813 [DataStreamer for file /TestDFSStripedOutputStreamWithFailureBase/dn[4, 5]len655360kill[218453, 436906] block BP-101448600-172.17.0.4-1606980263805:blk_-9223372036854775792_1003] DEBUG hdfs.DataStreamer (DataStreamer.java:run(769)) - #0: blk_-9223372036854775792_1003 sending packet seqno: 4 offsetInBlock: 131072 lastPacketInBlock: true lastByteOffsetInBlock: 131072
2020-12-03 07:24:31,820 [PacketResponder: BP-101448600-172.17.0.4-1606980263805:blk_-9223372036854775792_1003, type=LAST_IN_PIPELINE] INFO  DataNode.clienttrace (BlockReceiver.java:finalizeBlock(1533)) - src: /127.0.0.1:39138, dest: /127.0.0.1:41151, bytes: 131072, op: HDFS_WRITE, cliID: DFSClient_NONMAPREDUCE_-730121065_1, offset: 0, srvID: 1f53bb69-aae2-4eb5-9dde-35ced37b4811, blockid: BP-101448600-172.17.0.4-1606980263805:blk_-9223372036854775792_1003, duration(ns): 24310422
2020-12-03 07:24:31,823 [PacketResponder: BP-101448600-172.17.0.4-1606980263805:blk_-9223372036854775792_1003, type=LAST_IN_PIPELINE] INFO  datanode.DataNode (BlockReceiver.java:run(1506)) - PacketResponder: BP-101448600-172.17.0.4-1606980263805:blk_-9223372036854775792_1003, type=LAST_IN_PIPELINE terminating
2020-12-03 07:24:31,824 [ResponseProcessor for block BP-101448600-172.17.0.4-1606980263805:blk_-9223372036854775792_1003] DEBUG hdfs.DataStreamer (DataStreamer.java:run(1101)) - DFSClient seqno: 4 reply: SUCCESS downstreamAckTimeNanos: 0 flag: 0
2020-12-03 07:24:31,824 [Listener at localhost/42122] DEBUG hdfs.DFSClient (DFSOutputStream.java:computePacketChunkSize(410)) - computePacketChunkSize: src=/TestDFSStripedOutputStreamWithFailureBase/dn[4, 5]len655360kill[218453, 436906], chunkSize=516, chunksPerPacket=126, packetSize=65016
2020-12-03 07:24:31,824 [DataStreamer for file /TestDFSStripedOutputStreamWithFailureBase/dn[4, 5]len655360kill[218453, 436906] block BP-101448600-172.17.0.4-1606980263805:blk_-9223372036854775792_1003] DEBUG hdfs.DataStreamer (DataStreamer.java:endBlock(638)) - Closing old block BP-101448600-172.17.0.4-1606980263805:blk_-9223372036854775792_1003
2020-12-03 07:24:31,824 [Listener at localhost/42122] DEBUG hdfs.DataStreamer (DataStreamer.java:queuePacket(1954)) - Queued packet seqno: 4 offsetInBlock: 131072 lastPacketInBlock: true lastByteOffsetInBlock: 131072, #1: blk_-9223372036854775791_1003
2020-12-03 07:24:31,824 [Listener at localhost/42122] DEBUG hdfs.DataStreamer (DataStreamer.java:waitForAckedSeqno(876)) - #1: blk_-9223372036854775791_1003 waiting for ack for: 4
2020-12-03 07:24:31,825 [DataStreamer for file /TestDFSStripedOutputStreamWithFailureBase/dn[4, 5]len655360kill[218453, 436906] block BP-101448600-172.17.0.4-1606980263805:blk_-9223372036854775791_1003] DEBUG hdfs.DataStreamer (DataStreamer.java:run(712)) - stage=DATA_STREAMING, #1: blk_-9223372036854775791_1003
2020-12-03 07:24:31,826 [DataStreamer for file /TestDFSStripedOutputStreamWithFailureBase/dn[4, 5]len655360kill[218453, 436906] block BP-101448600-172.17.0.4-1606980263805:blk_-9223372036854775791_1003] DEBUG hdfs.DataStreamer (DataStreamer.java:run(769)) - #1: blk_-9223372036854775791_1003 sending packet seqno: 4 offsetInBlock: 131072 lastPacketInBlock: true lastByteOffsetInBlock: 131072
2020-12-03 07:24:31,829 [PacketResponder: BP-101448600-172.17.0.4-1606980263805:blk_-9223372036854775791_1003, type=LAST_IN_PIPELINE] INFO  DataNode.clienttrace (BlockReceiver.java:finalizeBlock(1533)) - src: /127.0.0.1:41936, dest: /127.0.0.1:45408, bytes: 131072, op: HDFS_WRITE, cliID: DFSClient_NONMAPREDUCE_-730121065_1, offset: 0, srvID: 465a80b3-febd-4847-917b-1dc53950f7b6, blockid: BP-101448600-172.17.0.4-1606980263805:blk_-9223372036854775791_1003, duration(ns): 42558794
2020-12-03 07:24:31,833 [PacketResponder: BP-101448600-172.17.0.4-1606980263805:blk_-9223372036854775791_1003, type=LAST_IN_PIPELINE] INFO  datanode.DataNode (BlockReceiver.java:run(1506)) - PacketResponder: BP-101448600-172.17.0.4-1606980263805:blk_-9223372036854775791_1003, type=LAST_IN_PIPELINE terminating
2020-12-03 07:24:31,833 [ResponseProcessor for block BP-101448600-172.17.0.4-1606980263805:blk_-9223372036854775791_1003] DEBUG hdfs.DataStreamer (DataStreamer.java:run(1101)) - DFSClient seqno: 4 reply: SUCCESS downstreamAckTimeNanos: 0 flag: 0
2020-12-03 07:24:31,833 [DataStreamer for file /TestDFSStripedOutputStreamWithFailureBase/dn[4, 5]len655360kill[218453, 436906] block BP-101448600-172.17.0.4-1606980263805:blk_-9223372036854775791_1003] DEBUG hdfs.DataStreamer (DataStreamer.java:endBlock(638)) - Closing old block BP-101448600-172.17.0.4-1606980263805:blk_-9223372036854775791_1003
2020-12-03 07:24:31,833 [Listener at localhost/42122] DEBUG hdfs.DFSClient (DFSOutputStream.java:computePacketChunkSize(410)) - computePacketChunkSize: src=/TestDFSStripedOutputStreamWithFailureBase/dn[4, 5]len655360kill[218453, 436906], chunkSize=516, chunksPerPacket=126, packetSize=65016
2020-12-03 07:24:31,833 [Listener at localhost/42122] DEBUG hdfs.DataStreamer (DataStreamer.java:queuePacket(1954)) - Queued packet seqno: 4 offsetInBlock: 131072 lastPacketInBlock: true lastByteOffsetInBlock: 131072, #2: blk_-9223372036854775790_1003
2020-12-03 07:24:31,833 [Listener at localhost/42122] DEBUG hdfs.DataStreamer (DataStreamer.java:waitForAckedSeqno(876)) - #2: blk_-9223372036854775790_1003 waiting for ack for: 4
2020-12-03 07:24:31,834 [DataStreamer for file /TestDFSStripedOutputStreamWithFailureBase/dn[4, 5]len655360kill[218453, 436906] block BP-101448600-172.17.0.4-1606980263805:blk_-9223372036854775790_1003] DEBUG hdfs.DataStreamer (DataStreamer.java:run(712)) - stage=DATA_STREAMING, #2: blk_-9223372036854775790_1003
2020-12-03 07:24:31,835 [DataStreamer for file /TestDFSStripedOutputStreamWithFailureBase/dn[4, 5]len655360kill[218453, 436906] block BP-101448600-172.17.0.4-1606980263805:blk_-9223372036854775790_1003] DEBUG hdfs.DataStreamer (DataStreamer.java:run(769)) - #2: blk_-9223372036854775790_1003 sending packet seqno: 4 offsetInBlock: 131072 lastPacketInBlock: true lastByteOffsetInBlock: 131072
2020-12-03 07:24:31,841 [PacketResponder: BP-101448600-172.17.0.4-1606980263805:blk_-9223372036854775790_1003, type=LAST_IN_PIPELINE] INFO  DataNode.clienttrace (BlockReceiver.java:finalizeBlock(1533)) - src: /127.0.0.1:46024, dest: /127.0.0.1:34859, bytes: 131072, op: HDFS_WRITE, cliID: DFSClient_NONMAPREDUCE_-730121065_1, offset: 0, srvID: 1c08a3ea-8510-4f3b-8323-c247c1ad19bf, blockid: BP-101448600-172.17.0.4-1606980263805:blk_-9223372036854775790_1003, duration(ns): 47226466
2020-12-03 07:24:31,852 [PacketResponder: BP-101448600-172.17.0.4-1606980263805:blk_-9223372036854775790_1003, type=LAST_IN_PIPELINE] INFO  datanode.DataNode (BlockReceiver.java:run(1506)) - PacketResponder: BP-101448600-172.17.0.4-1606980263805:blk_-9223372036854775790_1003, type=LAST_IN_PIPELINE terminating
2020-12-03 07:24:31,853 [ResponseProcessor for block BP-101448600-172.17.0.4-1606980263805:blk_-9223372036854775790_1003] DEBUG hdfs.DataStreamer (DataStreamer.java:run(1101)) - DFSClient seqno: 4 reply: SUCCESS downstreamAckTimeNanos: 0 flag: 0
2020-12-03 07:24:31,853 [DataStreamer for file /TestDFSStripedOutputStreamWithFailureBase/dn[4, 5]len655360kill[218453, 436906] block BP-101448600-172.17.0.4-1606980263805:blk_-9223372036854775790_1003] DEBUG hdfs.DataStreamer (DataStreamer.java:endBlock(638)) - Closing old block BP-101448600-172.17.0.4-1606980263805:blk_-9223372036854775790_1003
2020-12-03 07:24:31,853 [Listener at localhost/42122] DEBUG hdfs.DFSClient (DFSOutputStream.java:computePacketChunkSize(410)) - computePacketChunkSize: src=/TestDFSStripedOutputStreamWithFailureBase/dn[4, 5]len655360kill[218453, 436906], chunkSize=516, chunksPerPacket=126, packetSize=65016
2020-12-03 07:24:31,854 [Listener at localhost/42122] DEBUG hdfs.DataStreamer (DataStreamer.java:queuePacket(1954)) - Queued packet seqno: 4 offsetInBlock: 131072 lastPacketInBlock: true lastByteOffsetInBlock: 131072, #3: blk_-9223372036854775789_1003
2020-12-03 07:24:31,854 [Listener at localhost/42122] DEBUG hdfs.DataStreamer (DataStreamer.java:waitForAckedSeqno(876)) - #3: blk_-9223372036854775789_1003 waiting for ack for: 4
2020-12-03 07:24:31,854 [DataStreamer for file /TestDFSStripedOutputStreamWithFailureBase/dn[4, 5]len655360kill[218453, 436906] block BP-101448600-172.17.0.4-1606980263805:blk_-9223372036854775789_1003] DEBUG hdfs.DataStreamer (DataStreamer.java:run(712)) - stage=DATA_STREAMING, #3: blk_-9223372036854775789_1003
2020-12-03 07:24:31,855 [DataStreamer for file /TestDFSStripedOutputStreamWithFailureBase/dn[4, 5]len655360kill[218453, 436906] block BP-101448600-172.17.0.4-1606980263805:blk_-9223372036854775789_1003] DEBUG hdfs.DataStreamer (DataStreamer.java:run(769)) - #3: blk_-9223372036854775789_1003 sending packet seqno: 4 offsetInBlock: 131072 lastPacketInBlock: true lastByteOffsetInBlock: 131072
2020-12-03 07:24:31,859 [PacketResponder: BP-101448600-172.17.0.4-1606980263805:blk_-9223372036854775789_1003, type=LAST_IN_PIPELINE] INFO  DataNode.clienttrace (BlockReceiver.java:finalizeBlock(1533)) - src: /127.0.0.1:49408, dest: /127.0.0.1:43939, bytes: 131072, op: HDFS_WRITE, cliID: DFSClient_NONMAPREDUCE_-730121065_1, offset: 0, srvID: a694dd51-5287-4646-b84f-3cf953f6fc1c, blockid: BP-101448600-172.17.0.4-1606980263805:blk_-9223372036854775789_1003, duration(ns): 62811521
2020-12-03 07:24:31,859 [PacketResponder: BP-101448600-172.17.0.4-1606980263805:blk_-9223372036854775789_1003, type=LAST_IN_PIPELINE] INFO  datanode.DataNode (BlockReceiver.java:run(1506)) - PacketResponder: BP-101448600-172.17.0.4-1606980263805:blk_-9223372036854775789_1003, type=LAST_IN_PIPELINE terminating
2020-12-03 07:24:31,860 [ResponseProcessor for block BP-101448600-172.17.0.4-1606980263805:blk_-9223372036854775789_1003] DEBUG hdfs.DataStreamer (DataStreamer.java:run(1101)) - DFSClient seqno: 4 reply: SUCCESS downstreamAckTimeNanos: 0 flag: 0
2020-12-03 07:24:31,860 [DataStreamer for file /TestDFSStripedOutputStreamWithFailureBase/dn[4, 5]len655360kill[218453, 436906] block BP-101448600-172.17.0.4-1606980263805:blk_-9223372036854775789_1003] DEBUG hdfs.DataStreamer (DataStreamer.java:endBlock(638)) - Closing old block BP-101448600-172.17.0.4-1606980263805:blk_-9223372036854775789_1003
2020-12-03 07:24:31,860 [Listener at localhost/42122] DEBUG hdfs.DFSClient (DFSOutputStream.java:computePacketChunkSize(410)) - computePacketChunkSize: src=/TestDFSStripedOutputStreamWithFailureBase/dn[4, 5]len655360kill[218453, 436906], chunkSize=516, chunksPerPacket=126, packetSize=65016
2020-12-03 07:24:31,861 [Listener at localhost/42122] DEBUG hdfs.DFSClient (DFSOutputStream.java:computePacketChunkSize(410)) - computePacketChunkSize: src=/TestDFSStripedOutputStreamWithFailureBase/dn[4, 5]len655360kill[218453, 436906], chunkSize=516, chunksPerPacket=126, packetSize=65016
2020-12-03 07:24:31,861 [Listener at localhost/42122] DEBUG hdfs.DFSClient (DFSOutputStream.java:computePacketChunkSize(410)) - computePacketChunkSize: src=/TestDFSStripedOutputStreamWithFailureBase/dn[4, 5]len655360kill[218453, 436906], chunkSize=516, chunksPerPacket=126, packetSize=65016
2020-12-03 07:24:31,861 [Listener at localhost/42122] DEBUG hdfs.DataStreamer (DataStreamer.java:queuePacket(1954)) - Queued packet seqno: 4 offsetInBlock: 131072 lastPacketInBlock: true lastByteOffsetInBlock: 131072, #6: blk_-9223372036854775786_1003
2020-12-03 07:24:31,861 [Listener at localhost/42122] DEBUG hdfs.DataStreamer (DataStreamer.java:waitForAckedSeqno(876)) - #6: blk_-9223372036854775786_1003 waiting for ack for: 4
2020-12-03 07:24:31,861 [DataStreamer for file /TestDFSStripedOutputStreamWithFailureBase/dn[4, 5]len655360kill[218453, 436906] block BP-101448600-172.17.0.4-1606980263805:blk_-9223372036854775786_1003] DEBUG hdfs.DataStreamer (DataStreamer.java:run(712)) - stage=DATA_STREAMING, #6: blk_-9223372036854775786_1003
2020-12-03 07:24:31,862 [DataStreamer for file /TestDFSStripedOutputStreamWithFailureBase/dn[4, 5]len655360kill[218453, 436906] block BP-101448600-172.17.0.4-1606980263805:blk_-9223372036854775786_1003] DEBUG hdfs.DataStreamer (DataStreamer.java:run(769)) - #6: blk_-9223372036854775786_1003 sending packet seqno: 4 offsetInBlock: 131072 lastPacketInBlock: true lastByteOffsetInBlock: 131072
2020-12-03 07:24:31,866 [PacketResponder: BP-101448600-172.17.0.4-1606980263805:blk_-9223372036854775786_1003, type=LAST_IN_PIPELINE] INFO  DataNode.clienttrace (BlockReceiver.java:finalizeBlock(1533)) - src: /127.0.0.1:34478, dest: /127.0.0.1:41639, bytes: 131072, op: HDFS_WRITE, cliID: DFSClient_NONMAPREDUCE_-730121065_1, offset: 0, srvID: 8aedd082-415f-407a-9939-da8f8aa1070e, blockid: BP-101448600-172.17.0.4-1606980263805:blk_-9223372036854775786_1003, duration(ns): 74019300
